file, flesch_kincaid_grade, dale_chall_readability_score
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (142).txt,-10.5,0.65
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (143).txt,-5.4,1.3
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (144).txt,-7.8,0.99
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (145).txt,-6.3,1.19
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (146).txt,-6.6,1.14
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (147).txt,-8.3,0.92
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (149).txt,-5.1,1.34
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (15).txt,-9.5,0.78
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (150).txt,-5.3,1.31
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (151).txt,-9.8,0.73
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (152).txt,-9.1,0.82
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (153).txt,-5.4,1.3
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (154).txt,-8.0,0.96
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (155).txt,-9.2,0.82
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (156).txt,-9.7,0.74
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (157).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (158).txt,-7.4,1.05
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (159).txt,-9.9,0.72
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (16).txt,-7.8,1.0
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (160).txt,-6.6,1.14
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (161).txt,-4.9,1.36
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (162).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (163).txt,-9.3,0.79
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (164).txt,-6.6,1.15
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (165).txt,-7.5,1.03
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (166).txt,-4.9,1.36
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (167).txt,-6.6,1.15
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (168).txt,-9.0,0.83
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (169).txt,-8.0,0.97
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (17).txt,-9.0,0.83
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (170).txt,-6.5,1.16
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (171).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (172).txt,-6.3,1.18
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (173).txt,-7.5,1.03
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (174).txt,-6.4,1.17
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (175).txt,-7.9,0.98
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (176).txt,-4.9,1.35
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (177).txt,-6.6,1.15
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (178).txt,-6.8,1.12
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (179).txt,-6.9,1.11
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (115).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (131).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (148).txt,-4.2,1.44
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (18).txt,-9.7,0.74
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (211).txt,-5.8,1.24
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (244).txt,-9.0,0.84
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (277).txt,-8.4,0.91
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (309).txt,-4.0,1.47
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (341).txt,-5.3,1.3
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (65).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (81).txt,-9.0,0.84
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (82).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (83).txt,-6.2,1.2
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (84).txt,-7.9,0.97
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (85).txt,-4.0,1.47
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (86).txt,-7.9,0.97
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (87).txt,-8.4,0.92
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (88).txt,-6.9,1.11
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (89).txt,-8.5,0.91
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (9).txt,-9.0,0.84
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (90).txt,-9.1,0.83
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (91).txt,-6.1,1.21
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (92).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (93).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (94).txt,-10.1,0.69
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (95).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (96).txt,-4.2,1.45
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (97).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (98).txt,-7.8,1.0
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (99).txt,-6.5,1.15
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (180).txt,-7.2,1.07
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (181).txt,-9.3,0.79
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (182).txt,-8.4,0.91
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (183).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (184).txt,-8.1,0.96
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (185).txt,-5.4,1.29
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (186).txt,-8.3,0.92
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (187).txt,-7.4,1.05
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (188).txt,-9.8,0.73
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (189).txt,-8.3,0.93
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (19).txt,-3.3,1.57
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (190).txt,-7.1,1.08
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (191).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (192).txt,-5.5,1.28
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (193).txt,-9.7,0.75
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (194).txt,-5.8,1.25
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (195).txt,-7.9,0.98
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (196).txt,-6.8,1.12
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (197).txt,-7.0,1.1
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (198).txt,-7.0,1.09
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (199).txt,-6.6,1.14
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (2).txt,-8.3,0.92
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (20).txt,-10.6,0.63
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (200).txt,-6.7,1.14
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (201).txt,-7.1,1.08
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (202).txt,-6.3,1.18
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (203).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (204).txt,-5.4,1.29
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (205).txt,-9.1,0.82
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (206).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (207).txt,-10.0,0.71
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (208).txt,-7.5,1.03
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (209).txt,-9.3,0.8
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (21).txt,-9.5,0.78
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (210).txt,-5.9,1.23
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (212).txt,-6.9,1.11
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (213).txt,-7.5,1.03
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (214).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (215).txt,-8.3,0.93
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (216).txt,-9.4,0.78
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (217).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (218).txt,-7.8,0.99
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (219).txt,-5.7,1.26
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (22).txt,-10.6,0.63
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (220).txt,-8.6,0.88
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (221).txt,-7.2,1.06
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (222).txt,-7.6,1.01
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (223).txt,-10.7,0.62
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (224).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (225).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (226).txt,-11.1,0.57
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (227).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (228).txt,-10.6,0.64
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (229).txt,-6.5,1.16
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (23).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (230).txt,-6.4,1.17
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (231).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (232).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (233).txt,-6.5,1.15
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (234).txt,-7.2,1.07
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (235).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (236).txt,-10.1,0.69
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (237).txt,-10.8,0.61
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (238).txt,-7.9,0.97
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (239).txt,-7.9,0.98
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (24).txt,-4.5,1.41
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (240).txt,-6.5,1.16
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (241).txt,-9.9,0.72
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (242).txt,-8.0,0.96
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (243).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (245).txt,-9.3,0.79
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (246).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (247).txt,-7.3,1.06
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (248).txt,-9.3,0.79
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (249).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (25).txt,-6.0,1.23
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (250).txt,-7.0,1.1
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (251).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (252).txt,-8.3,0.93
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (253).txt,-9.6,0.76
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (254).txt,-9.5,0.77
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (255).txt,-9.1,0.83
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (256).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (257).txt,-10.3,0.67
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (258).txt,-10.2,0.68
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (259).txt,-6.9,1.11
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (26).txt,-9.2,0.82
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (260).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (261).txt,-8.7,0.87
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (262).txt,-9.7,0.74
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (263).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (264).txt,-9.0,0.84
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (265).txt,-10.0,0.71
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (266).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (267).txt,-7.9,0.98
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (268).txt,-9.9,0.73
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (269).txt,-9.4,0.79
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (27).txt,-7.1,1.08
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (270).txt,-4.3,1.43
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (271).txt,-7.3,1.05
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (272).txt,-7.7,1.0
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (273).txt,-6.8,1.12
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (274).txt,-7.9,0.98
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (275).txt,-7.6,1.01
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (276).txt,-8.3,0.93
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (278).txt,-10.4,0.66
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (279).txt,-10.4,0.65
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (28).txt,-8.4,0.91
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (280).txt,-8.4,0.91
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (281).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (282).txt,-8.1,0.95
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (283).txt,-8.5,0.91
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (284).txt,-7.2,1.06
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (285).txt,-6.0,1.23
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (286).txt,-9.3,0.79
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (287).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (288).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (289).txt,-11.2,0.56
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (29).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (290).txt,-8.5,0.91
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (291).txt,-6.5,1.16
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (292).txt,-9.0,0.83
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (293).txt,-9.3,0.79
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (294).txt,-7.8,1.0
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (295).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (296).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (297).txt,-6.5,1.16
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (298).txt,-5.0,1.34
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (299).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (3).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (30).txt,-6.7,1.14
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (300).txt,-11.2,0.56
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (301).txt,-5.6,1.27
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (302).txt,-7.0,1.1
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (303).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (304).txt,-4.2,1.45
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (305).txt,-2.7,1.64
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (306).txt,-6.0,1.23
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (307).txt,-4.9,1.35
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (308).txt,-9.4,0.78
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (31).txt,-8.9,0.85
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (310).txt,-9.4,0.79
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (311).txt,-6.9,1.11
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (312).txt,-7.2,1.07
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (313).txt,-7.0,1.09
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (314).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (315).txt,-2.4,1.67
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (316).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (317).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (318).txt,-5.5,1.28
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (319).txt,-9.8,0.73
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (32).txt,-6.5,1.16
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (320).txt,-7.2,1.07
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (321).txt,-4.8,1.37
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (322).txt,-5.3,1.31
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (323).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (324).txt,-6.2,1.19
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (325).txt,-9.3,0.8
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (326).txt,-8.6,0.88
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (327).txt,-7.4,1.05
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (328).txt,-5.3,1.3
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (329).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (33).txt,-8.0,0.97
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (330).txt,-5.4,1.29
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (331).txt,-4.2,1.45
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (332).txt,-3.0,1.6
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (333).txt,-9.2,0.82
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (334).txt,-6.2,1.2
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (335).txt,-5.8,1.25
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (336).txt,-7.2,1.06
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (337).txt,-9.2,0.81
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (338).txt,-5.8,1.24
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (339).txt,-10.4,0.66
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (34).txt,-5.0,1.34
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (340).txt,4.1,2.5
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (342).txt,-8.4,0.91
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (343).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (35).txt,-9.9,0.72
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (36).txt,-7.8,1.0
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (37).txt,-6.9,1.11
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (38).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (39).txt,-7.5,1.03
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (4).txt,-5.5,1.28
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (40).txt,-7.3,1.06
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (41).txt,-5.2,1.32
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (42).txt,-9.0,0.83
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (43).txt,-5.9,1.23
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (44).txt,-8.6,0.89
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (45).txt,-10.4,0.65
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (46).txt,-4.8,1.37
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (47).txt,-7.6,1.02
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (48).txt,-2.3,1.69
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (49).txt,-7.9,0.97
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (5).txt,-7.3,1.05
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (50).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (51).txt,-8.1,0.95
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (52).txt,-7.3,1.06
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (53).txt,-9.6,0.76
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (54).txt,-8.2,0.94
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (55).txt,-7.9,0.98
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (56).txt,-3.9,1.48
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (57).txt,-8.7,0.88
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (58).txt,-9.8,0.73
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (59).txt,-9.3,0.8
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (6).txt,-7.9,0.98
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (60).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (61).txt,-9.4,0.78
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (62).txt,-4.6,1.4
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (63).txt,-10.1,0.69
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (64).txt,-10.6,0.63
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (66).txt,-10.1,0.7
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (67).txt,-6.3,1.18
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (68).txt,-6.5,1.16
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (69).txt,-6.3,1.19
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (7).txt,-6.5,1.16
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (70).txt,-10.4,0.65
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (71).txt,-7.4,1.04
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (72).txt,-6.3,1.18
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (73).txt,-9.2,0.82
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (74).txt,-7.7,1.0
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (75).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (76).txt,-6.7,1.13
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (77).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (78).txt,-10.3,0.67
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (79).txt,-4.0,1.47
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (8).txt,-8.3,0.93
data/Vietnamese_by_catalog/Easy/tn-2/tn-2 (80).txt,-9.7,0.74
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (1).txt,-10.4,0.66
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (10).txt,-9.1,0.83
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (100).txt,-8.8,0.87
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (101).txt,-7.4,1.05
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (102).txt,-8.4,0.92
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (103).txt,-5.6,1.26
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (104).txt,-9.2,0.82
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (105).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (106).txt,-7.1,1.08
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (107).txt,-10.7,0.62
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (108).txt,-4.6,1.39
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (109).txt,-10.2,0.68
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (11).txt,-8.5,0.9
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (110).txt,-8.8,0.86
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (111).txt,-11.0,0.59
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (112).txt,-9.9,0.72
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (113).txt,-10.9,0.6
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (114).txt,-10.1,0.7
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (116).txt,-10.1,0.69
data/Vietnamese_by_catalog/Easy/tn-3/tn-3 (117).txt,-10.7,0.62
